,countries,Year,CO2 Total Mt,CO2 Kg/1k$,CO2 Tons per capita,Generation GWh,consumption GWh,consumption per capita kW,installed capacity MW,Renewable installed capacity MW,Renewable generation GWh,Renewable percentage %,Population
2425,togo,2014,2.406,0.18,0.33,203.0,1288.0,180.4,196.0,36.0,120.0,59.15,7138000
2426,togo,2013,2.357,0.19,0.33,95.0,571.0,82.1,196.0,36.0,40.0,41.61,6955000
2427,togo,2012,2.223,0.19,0.32,110.0,977.0,144.2,196.0,36.0,94.0,85.43,6774000
2428,togo,2011,2.328,0.21,0.35,127.0,888.0,134.6,165.0,35.0,111.0,87.38,6596000
2429,togo,2010,2.538,0.24,0.39,173.0,791.0,123.2,155.0,35.0,96.0,55.54,6422000
2430,togo,2009,2.725,0.28,0.43,142.0,766.0,122.5,155.0,35.0,113.0,79.58,6251000
2431,togo,2008,1.605,0.17,0.26,120.0,635.0,104.4,155.0,35.0,92.0,76.54,6083000
2432,togo,2007,1.228,0.14,0.2,189.0,599.0,101.2,155.0,35.0,101.0,53.21,5920000
2433,togo,2006,1.237,0.14,0.21,212.0,616.0,106.9,135.0,35.0,93.0,43.81,5763000
2434,togo,2005,1.328,0.15,0.23,183.0,608.0,108.3,53.0,35.0,75.0,40.95,5612000
2435,togo,2004,1.393,0.15,0.25,181.0,582.0,106.4,53.0,35.0,82.0,45.27,5468000
2436,togo,2003,1.452,0.16,0.27,174.0,430.0,80.7,48.0,30.0,123.0,70.69,5331000
2437,togo,2002,1.213,0.14,0.23,148.0,570.0,109.7,48.0,30.0,86.0,58.11,5197000
2438,togo,2001,1.142,0.14,0.22,120.0,476.0,94.0,92.0,67.0,50.0,41.67,5063000
2439,togo,2000,1.267,0.15,0.25,170.0,512.0,104.0,92.0,67.0,99.0,58.24,4924000
2440,togo,1999,1.369,0.16,0.28,282.0,663.0,138.7,92.0,67.0,203.0,71.99,4780000
2441,togo,1998,1.06,0.13,0.23,284.0,680.0,146.8,97.0,67.0,172.0,60.56,4632000
2442,togo,1997,0.863,0.1,0.19,190.0,509.0,113.5,97.0,67.0,93.0,48.95,4486000
2443,togo,1996,1.143,0.16,0.26,283.0,601.0,138.2,97.0,67.0,190.0,67.14,4349000
2444,togo,1995,0.75,0.11,0.18,344.0,622.0,147.2,97.0,67.0,255.0,74.13,4226000
2445,togo,1994,0.759,0.12,0.18,242.0,518.0,125.7,97.0,67.0,148.0,61.16,4121000
2446,togo,1993,0.422,0.08,0.1,315.0,595.0,147.7,97.0,67.0,230.0,73.02,4029000
2447,togo,1992,0.545,0.08,0.14,212.0,469.0,118.9,97.0,67.0,128.0,60.38,3946000
2448,togo,1991,0.709,0.11,0.18,279.0,453.0,117.3,97.0,67.0,193.0,69.18,3863000
2449,togo,1990,0.766,0.11,0.2,150.0,403.0,106.8,97.0,67.0,95.0,63.33,3774000
2461,congo,2019,6.347,0.31,1.15,3710.0,2066.0,452.2,651.0,260.0,1071.0,28.87,4568000
2462,congo,2018,6.479,0.31,1.2,3108.0,1726.0,387.3,624.0,233.0,1228.0,39.5,4456000
2463,congo,2017,5.56,0.26,1.06,2847.0,1523.0,350.4,610.0,219.0,1192.0,41.86,4347000
2464,congo,2016,5.647,0.25,1.1,2833.0,1470.0,346.5,595.0,204.0,1117.0,39.44,4241000
2465,congo,2015,5.778,0.23,1.16,2659.0,1405.0,339.5,586.0,195.0,1088.0,40.92,4138000
2466,congo,2014,5.325,0.2,1.09,1683.0,852.0,211.1,580.0,210.0,942.0,55.99,4037000
2467,congo,2013,5.484,0.22,1.15,1655.0,878.0,222.9,519.0,209.0,961.0,58.08,3939000
2468,congo,2012,4.51,0.18,0.97,1647.0,915.0,238.2,419.0,209.0,977.0,59.31,3843000
2469,congo,2011,4.884,0.22,1.08,1255.0,611.0,163.0,268.0,119.0,783.0,62.4,3749000
2470,congo,2010,5.326,0.24,1.21,760.0,575.0,157.2,238.0,119.0,426.0,56.07,3657000
2471,congo,2009,4.948,0.25,1.16,523.0,584.0,163.8,238.0,119.0,327.0,62.47,3568000
2472,congo,2008,4.461,0.25,1.08,484.0,566.0,162.6,238.0,119.0,371.0,76.65,3481000
2473,congo,2007,4.292,0.25,1.08,400.0,479.0,141.0,211.0,92.0,332.0,83.07,3396000
2474,congo,2006,4.849,0.27,1.26,444.0,462.0,139.5,211.0,92.0,368.0,82.86,3313000
2475,congo,2005,4.359,0.26,1.17,424.0,416.0,128.8,211.0,92.0,351.0,82.72,3233000
2476,congo,2004,3.646,0.23,1.01,390.0,363.0,115.1,211.0,92.0,327.0,83.85,3154000
2477,congo,2003,3.592,0.24,1.03,393.0,385.0,125.0,211.0,92.0,339.0,86.35,3077000
2478,congo,2002,2.887,0.19,0.85,392.0,414.0,137.9,121.0,92.0,392.0,100.0,3002000
2479,congo,2001,4.428,0.31,1.34,331.0,287.0,98.0,121.0,92.0,331.0,100.0,2929000
2480,congo,2000,4.542,0.33,1.41,293.0,294.0,102.9,121.0,92.0,292.0,99.68,2857000
2481,congo,1999,4.199,0.33,1.34,252.0,361.0,129.5,121.0,92.0,250.0,99.21,2787000
2482,congo,1998,4.055,0.31,1.33,341.0,324.0,119.2,121.0,92.0,339.0,99.41,2719000
2483,congo,1997,3.411,0.27,1.15,448.0,447.0,168.5,118.0,89.0,446.0,99.55,2653000
2484,congo,1996,3.311,0.26,1.15,453.0,449.0,173.5,118.0,89.0,451.0,99.56,2588000
2485,congo,1995,2.752,0.23,0.98,350.0,355.0,140.6,118.0,89.0,348.0,99.43,2525000
2486,congo,1994,2.165,0.18,0.8,322.0,351.0,142.5,118.0,89.0,319.0,99.07,2464000
2487,congo,1993,2.364,0.19,0.89,358.0,355.0,147.7,118.0,89.0,355.0,99.16,2404000
2488,congo,1992,2.393,0.19,0.93,424.0,440.0,187.6,118.0,89.0,421.0,99.29,2345000
2489,congo,1991,2.452,0.2,0.98,477.0,462.0,201.9,118.0,89.0,474.0,99.37,2288000
2490,congo,1990,2.403,0.2,0.98,488.0,405.0,182.4,118.0,89.0,485.0,99.39,2220000
2502,central-african-republic,2019,0.402,0.09,0.08,151.0,140.0,29.6,38.0,19.0,150.0,99.38,4745179
2503,central-african-republic,2018,0.419,0.1,0.09,151.0,140.0,30.1,38.0,19.0,150.0,99.34,4666375
2504,central-african-republic,2017,0.4,0.1,0.09,151.0,141.0,30.6,38.0,19.0,150.0,99.34,4596023
2505,central-african-republic,2016,0.402,0.1,0.09,170.0,158.0,34.9,38.0,19.0,169.0,99.41,4537683
2506,central-african-republic,2015,0.395,0.1,0.09,169.0,158.0,35.1,38.0,19.0,168.0,99.41,4493171
2507,central-african-republic,2014,0.384,0.1,0.08,169.0,158.0,35.3,44.0,25.0,168.0,99.41,4464171
2508,central-african-republic,2013,0.387,0.11,0.09,138.0,129.0,28.9,44.0,25.0,137.0,99.28,4447945
2509,central-african-republic,2012,0.391,0.07,0.09,174.0,162.0,36.6,44.0,25.0,149.0,85.67,4436411
2510,central-african-republic,2011,0.376,0.07,0.08,171.0,159.0,36.1,44.0,25.0,146.0,85.41,4418639
2511,central-african-republic,2010,0.381,0.07,0.09,159.0,148.0,33.7,44.0,25.0,134.0,84.29,4386765
2512,central-african-republic,2009,0.372,0.07,0.08,159.0,148.0,34.1,44.0,25.0,135.0,84.91,4337623
2513,central-african-republic,2008,0.375,0.08,0.09,160.0,149.0,34.8,44.0,25.0,136.0,85.0,4273368
2514,central-african-republic,2007,0.367,0.08,0.09,160.0,149.0,35.5,38.0,19.0,136.0,85.0,4198004
2515,central-african-republic,2006,0.365,0.08,0.09,166.0,154.0,37.5,38.0,19.0,139.0,83.73,4118075
2516,central-african-republic,2005,0.348,0.08,0.08,159.0,148.0,36.6,38.0,19.0,133.0,83.65,4038380
2517,central-african-republic,2004,0.345,0.08,0.09,149.0,139.0,35.6,40.0,19.0,124.0,83.22,3894000
2518,central-african-republic,2003,0.348,0.09,0.09,107.0,100.0,26.0,40.0,19.0,83.0,77.57,3830000
2519,central-african-republic,2002,0.358,0.09,0.09,106.0,99.0,26.2,40.0,19.0,82.0,77.36,3767000
2520,central-african-republic,2001,0.359,0.09,0.09,106.0,99.0,26.6,40.0,19.0,82.0,77.36,3704000
2521,central-african-republic,2000,0.342,0.09,0.09,105.0,98.0,26.8,40.0,19.0,83.0,79.05,3638000
2522,central-african-republic,1999,0.284,0.07,0.08,103.0,96.0,26.8,40.0,19.0,81.0,78.64,3570000
2523,central-african-republic,1998,0.273,0.07,0.08,102.0,95.0,27.1,43.0,22.0,81.0,79.41,3498000
2524,central-african-republic,1997,0.269,0.08,0.08,104.0,97.0,28.2,43.0,22.0,83.0,79.81,3425000
2525,central-african-republic,1996,0.257,0.08,0.07,102.0,95.0,28.3,43.0,22.0,81.0,79.41,3350000
2526,central-african-republic,1995,0.241,0.07,0.07,100.0,93.0,28.4,43.0,22.0,80.0,80.0,3276000
2527,central-african-republic,1994,0.234,0.07,0.07,99.0,92.0,28.8,43.0,22.0,79.0,79.8,3201000
2528,central-african-republic,1993,0.221,0.07,0.07,95.0,88.0,28.3,43.0,22.0,77.0,81.05,3125000
2529,central-african-republic,1992,0.203,0.06,0.07,94.0,87.0,28.7,43.0,22.0,77.0,81.91,3051000
2530,central-african-republic,1991,0.239,0.07,0.08,92.0,86.0,28.7,43.0,22.0,75.0,81.52,2980000
2531,central-african-republic,1990,0.189,0.06,0.06,93.0,86.0,29.7,43.0,22.0,76.0,81.72,2913000
2543,mauritania,2019,2.95,0.13,0.63,1822.0,1577.0,348.5,658.0,172.0,459.0,25.19,4525698
2544,mauritania,2018,2.925,0.13,0.64,1695.0,1470.0,333.9,620.0,171.0,438.0,25.86,4403312
2545,mauritania,2017,2.863,0.13,0.65,1517.0,1307.0,305.2,590.0,169.0,335.0,22.1,4282582
2546,mauritania,2016,2.584,0.12,0.6,1216.0,1138.0,273.4,511.0,119.0,291.0,23.95,4163532
2547,mauritania,2015,2.75,0.13,0.66,1136.0,1057.0,261.2,494.0,102.0,320.0,28.19,4046304
2548,mauritania,2014,2.696,0.14,0.66,983.0,914.0,252.5,290.0,72.0,223.0,22.69,3621000
2549,mauritania,2013,2.318,0.12,0.59,939.0,873.0,246.9,281.0,72.0,209.0,22.26,3537000
2550,mauritania,2012,2.576,0.14,0.67,911.0,847.0,245.3,226.0,30.0,136.0,14.93,3454000
2551,mauritania,2011,2.274,0.13,0.61,830.0,772.0,229.1,226.0,30.0,130.0,15.66,3369000
2552,mauritania,2010,2.246,0.13,0.62,632.0,588.0,178.9,226.0,30.0,116.0,18.35,3285000
2553,mauritania,2009,2.206,0.14,0.63,580.0,539.0,168.5,196.0,30.0,110.0,18.97,3202000
2554,mauritania,2008,2.288,0.14,0.67,547.0,509.0,163.1,196.0,30.0,60.0,10.97,3119000
2555,mauritania,2007,1.979,0.12,0.6,478.0,445.0,146.4,186.0,30.0,54.0,11.3,3036000
2556,mauritania,2006,1.798,0.11,0.56,453.0,421.0,142.7,186.0,30.0,51.0,11.26,2953000
2557,mauritania,2005,1.678,0.12,0.54,499.0,464.0,152.3,175.0,30.0,49.0,9.82,3047000
2558,mauritania,2004,1.649,0.13,0.54,518.0,482.0,162.5,175.0,30.0,44.0,8.49,2965000
2559,mauritania,2003,1.503,0.12,0.51,475.0,442.0,153.3,105.0,30.0,41.0,8.63,2882000
2560,mauritania,2002,1.429,0.12,0.5,501.0,466.0,166.4,103.0,30.0,34.0,6.79,2800000
2563,mauritania,1999,3.038,0.25,1.16,203.0,189.0,73.5,145.0,82.0,30.0,14.78,2568000
2564,mauritania,1998,2.924,0.25,1.15,195.0,181.0,72.7,126.0,82.0,28.0,14.36,2495000
2565,mauritania,1997,2.864,0.26,1.16,189.0,176.0,72.5,123.0,79.0,30.0,15.87,2425000
2566,mauritania,1996,2.732,0.23,1.14,175.0,163.0,69.0,123.0,79.0,28.0,16.0,2358000
2567,mauritania,1995,2.772,0.25,1.19,160.0,149.0,64.9,113.0,69.0,28.0,17.5,2292000
2568,mauritania,1994,2.656,0.26,1.17,143.0,133.0,59.7,105.0,61.0,28.0,19.58,2228000
2569,mauritania,1993,2.532,0.24,1.15,139.0,129.0,59.7,105.0,61.0,26.0,18.71,2167000
2570,mauritania,1992,2.529,0.26,1.18,139.0,129.0,61.3,105.0,61.0,26.0,18.71,2108000
2571,mauritania,1991,0.899,0.09,0.43,136.0,126.0,61.7,105.0,61.0,25.0,18.38,2050000
2572,mauritania,1990,0.716,0.08,0.35,133.0,124.0,62.0,105.0,61.0,25.0,18.8,1996000
2584,gabon,2019,6.238,0.19,2.96,3013.0,3135.0,1443.0,750.0,332.0,1753.0,58.18,2172578
2585,gabon,2018,6.347,0.2,3.07,2169.0,2226.0,1050.5,750.0,332.0,905.0,41.72,2119275
2586,gabon,2017,6.513,0.21,3.22,2188.0,2213.0,1071.6,692.0,332.0,933.0,42.64,2064812
2587,gabon,2016,6.623,0.21,3.35,2246.0,2106.0,1048.7,684.0,332.0,956.0,42.57,2007882
2588,gabon,2015,6.447,0.21,3.34,2046.0,1907.0,979.2,672.0,332.0,921.0,45.01,1947690
2589,gabon,2014,6.274,0.22,3.34,1918.0,1854.0,984.4,669.0,331.0,798.0,41.6,1883801
2590,gabon,2013,6.085,0.22,3.35,2023.0,1753.0,964.6,674.0,331.0,939.0,46.42,1817070
2591,gabon,2012,5.897,0.22,3.36,2081.0,1656.0,946.7,464.0,171.0,912.0,43.82,1749677
2592,gabon,2011,5.826,0.23,3.43,1962.0,1558.0,925.1,444.0,171.0,842.0,42.9,1684629
2593,gabon,2010,5.961,0.25,3.63,1865.0,1488.0,916.1,444.0,171.0,907.0,48.64,1624146
2594,gabon,2009,5.449,0.25,3.43,1801.0,1439.0,917.2,443.0,170.0,944.0,52.42,1568925
2595,gabon,2008,5.527,0.25,3.6,1778.0,1444.0,950.9,366.0,170.0,893.0,50.22,1518538
2596,gabon,2007,5.179,0.23,3.48,1680.0,1374.0,933.1,415.0,170.0,800.0,47.62,1472565
2597,gabon,2006,5.711,0.27,3.95,1609.0,1299.0,908.3,415.0,170.0,943.0,58.61,1430144
2598,gabon,2005,6.395,0.29,4.56,1513.0,1217.0,875.2,415.0,170.0,811.0,53.6,1390550
2599,gabon,2004,6.628,0.31,4.86,1484.0,1212.0,911.4,414.0,170.0,891.0,60.03,1330000
2600,gabon,2003,7.345,0.35,5.53,1465.0,1197.0,922.1,414.0,170.0,898.0,61.3,1298000
2601,gabon,2002,6.475,0.31,5.0,1429.0,1168.0,922.3,411.0,171.0,921.0,64.47,1266000
2602,gabon,2001,6.744,0.32,5.34,1345.0,1099.0,889.9,406.0,171.0,876.0,65.13,1235000
2603,gabon,2000,6.606,0.32,5.37,1277.0,1043.0,865.3,403.0,168.0,802.0,62.82,1205000
2604,gabon,1999,6.591,0.32,5.49,1291.0,1046.0,889.5,398.0,168.0,830.0,64.29,1176000
2605,gabon,1998,6.923,0.3,5.91,1275.0,1007.0,877.9,391.0,168.0,811.0,63.61,1147000
2606,gabon,1997,6.049,0.27,5.3,1241.0,963.0,860.6,388.0,168.0,808.0,65.11,1119000
2607,gabon,1996,6.332,0.3,5.68,1185.0,916.0,838.8,376.0,168.0,769.0,64.89,1092000
2608,gabon,1995,5.67,0.28,5.22,1181.0,879.0,825.4,368.0,168.0,792.0,67.06,1065000
2609,gabon,1994,5.046,0.26,4.77,1071.0,815.0,784.4,316.0,166.0,748.0,69.84,1039000
2610,gabon,1993,5.083,0.28,4.93,1067.0,961.0,947.7,310.0,166.0,711.0,66.64,1014000
2611,gabon,1992,4.972,0.28,4.95,1027.0,922.0,931.3,310.0,166.0,716.0,69.72,990000
2612,gabon,1991,4.934,0.27,5.04,1001.0,901.0,938.5,310.0,166.0,708.0,70.73,960000
2613,gabon,1990,6.172,0.36,6.48,985.0,880.0,946.2,310.0,166.0,701.0,71.17,930000
2625,equatorial-guinea,2019,4.305,0.17,3.17,1186.0,1003.0,739.7,348.0,126.0,120.0,10.12,1355982
2626,equatorial-guinea,2018,4.658,0.17,3.55,1539.0,1369.0,1045.8,349.0,127.0,580.0,37.7,1308966
2627,equatorial-guinea,2017,4.633,0.16,3.65,1409.0,1253.0,993.1,348.0,126.0,434.0,30.77,1262008
2628,equatorial-guinea,2016,4.731,0.16,3.87,1731.0,1539.0,1266.4,348.0,126.0,565.0,32.66,1215181
2629,equatorial-guinea,2015,5.468,0.17,4.65,1763.0,1573.0,1338.4,348.0,126.0,561.0,31.85,1175000
2630,equatorial-guinea,2014,6.058,0.17,5.36,1611.0,1431.0,1267.8,348.0,126.0,379.0,23.52,1129000
2631,equatorial-guinea,2013,6.743,0.19,6.22,1403.0,1257.0,1159.1,348.0,126.0,251.0,17.9,1084000
2632,equatorial-guinea,2012,7.075,0.19,6.81,899.0,796.0,765.9,348.0,126.0,80.0,8.9,1039000
2633,equatorial-guinea,2011,7.82,0.22,7.86,650.0,572.0,575.7,81.0,7.0,28.0,4.31,994000
2634,equatorial-guinea,2010,7.444,0.23,7.83,576.0,505.0,531.0,81.0,7.0,28.0,4.86,951000
2635,equatorial-guinea,2009,7.256,0.2,7.98,514.0,450.0,495.6,61.0,7.0,52.0,10.11,909000
2636,equatorial-guinea,2008,7.491,0.21,8.63,457.0,401.0,462.1,61.0,7.0,52.0,11.38,868000
2637,equatorial-guinea,2007,5.339,0.18,6.44,391.0,345.0,416.1,61.0,7.0,77.0,19.7,829000
2638,equatorial-guinea,2006,6.581,0.25,8.31,329.0,291.0,367.3,33.0,3.0,77.0,23.41,792000
2639,equatorial-guinea,2005,6.114,0.25,8.07,270.0,241.0,318.0,33.0,3.0,77.0,28.55,757000
2640,equatorial-guinea,2004,5.05,0.24,6.97,163.0,151.0,208.3,33.0,3.0,7.0,4.29,725000
2641,equatorial-guinea,2003,4.337,0.29,6.24,120.0,110.0,158.0,33.0,3.0,7.0,5.84,695000
2642,equatorial-guinea,2002,3.912,0.3,5.87,107.0,98.0,146.4,33.0,3.0,5.0,4.69,666000
2643,equatorial-guinea,2001,4.025,0.36,6.29,53.0,44.0,68.4,32.0,2.0,2.0,3.79,640000
2644,equatorial-guinea,2000,2.684,0.4,4.37,83.0,78.0,126.8,32.0,2.0,2.0,2.41,614000
2645,equatorial-guinea,1999,2.453,0.43,4.16,21.0,20.0,33.1,6.0,2.0,3.0,14.29,590000
2646,equatorial-guinea,1998,2.264,0.5,4.0,21.0,20.0,34.4,5.0,1.0,3.0,14.29,567000
2647,equatorial-guinea,1997,1.874,0.51,3.44,20.0,19.0,34.1,5.0,1.0,3.0,15.0,545000
2648,equatorial-guinea,1996,1.386,0.94,2.65,19.0,18.0,33.7,5.0,1.0,2.0,10.53,524000
2649,equatorial-guinea,1995,1.295,1.46,2.56,19.0,18.0,35.0,5.0,1.0,2.0,10.53,505000
2650,equatorial-guinea,1994,1.222,1.62,2.51,18.0,17.0,34.4,5.0,1.0,2.0,11.11,487000
2651,equatorial-guinea,1993,0.093,0.14,0.2,18.0,17.0,35.5,5.0,1.0,2.0,11.11,471000
2652,equatorial-guinea,1992,0.095,0.16,0.21,18.0,17.0,36.8,5.0,1.0,2.0,11.11,455000
2653,equatorial-guinea,1991,0.107,0.25,0.24,17.0,16.0,35.9,5.0,1.0,2.0,11.76,441000
2654,equatorial-guinea,1990,0.088,0.2,0.21,17.0,16.0,37.0,5.0,1.0,2.0,11.76,427000
2666,mauritius,2019,4.0,0.14,3.15,3087.0,2905.0,2294.8,988.0,252.0,704.0,22.81,1265711
2667,mauritius,2018,4.167,0.15,3.29,2982.0,2799.0,2211.2,973.0,236.0,648.0,21.72,1266000
2668,mauritius,2017,4.208,0.16,3.33,2970.0,2783.0,2200.1,934.0,198.0,623.0,20.98,1265000
2669,mauritius,2016,4.066,0.16,3.22,2898.0,2726.0,2156.9,945.0,196.0,663.0,22.88,1264000
2670,mauritius,2015,3.995,0.16,3.17,2857.0,2680.0,2122.0,889.0,178.0,680.0,23.8,1263000
2671,mauritius,2014,3.995,0.16,3.18,2796.0,2614.0,2072.6,869.0,167.0,595.0,21.28,1261000
2672,mauritius,2013,3.858,0.16,3.07,2749.0,2565.0,2037.7,865.0,151.0,594.0,21.6,1259000
2673,mauritius,2012,3.759,0.17,3.0,2663.0,2472.0,1968.1,866.0,148.0,578.0,21.71,1256000
2674,mauritius,2011,3.663,0.17,2.93,2599.0,2405.0,1921.1,828.0,151.0,551.0,21.2,1252000
2675,mauritius,2010,3.682,0.18,2.95,2566.0,2372.0,1897.5,846.0,165.0,653.0,25.45,1250000
2676,mauritius,2009,3.444,0.17,2.77,2458.0,2260.0,1812.7,844.0,164.0,608.0,24.73,1247000
2677,mauritius,2008,3.494,0.18,2.82,2438.0,2222.0,1786.3,795.0,129.0,593.0,24.34,1244000
2678,mauritius,2007,3.42,0.19,2.77,2321.0,2108.0,1700.1,833.0,139.0,523.0,22.55,1240000
2679,mauritius,2006,3.328,0.19,2.71,2214.0,2015.0,1632.9,782.0,130.0,496.0,22.41,1234000
2680,mauritius,2005,2.984,0.18,2.44,2145.0,1941.0,1580.7,829.0,200.0,543.0,25.33,1228000
2681,mauritius,2004,2.79,0.17,2.3,2050.0,1856.0,1520.0,714.0,118.0,571.0,27.87,1221000
2682,mauritius,2003,2.767,0.18,2.29,1971.0,1784.0,1470.7,710.0,118.0,547.0,27.75,1213000
2683,mauritius,2002,2.643,0.18,2.2,1841.0,1666.0,1382.8,718.0,120.0,515.0,27.97,1205000
2684,mauritius,2001,2.587,0.18,2.17,1801.0,1629.0,1361.8,719.0,117.0,520.0,28.88,1196000
2685,mauritius,2000,2.448,0.17,2.07,1681.0,1521.0,1281.6,709.0,107.0,505.0,30.04,1187000
2686,mauritius,1999,2.214,0.17,1.88,1349.0,1255.0,1067.7,528.0,59.0,310.0,22.98,1175000
2687,mauritius,1998,1.807,0.14,1.55,1115.0,1037.0,893.9,484.0,59.0,104.0,9.33,1160000
2688,mauritius,1997,1.647,0.14,1.43,1073.0,998.0,869.2,404.0,59.0,92.0,8.57,1148000
2689,mauritius,1996,1.64,0.14,1.44,925.0,860.0,758.6,369.0,59.0,102.0,11.03,1134000
2690,mauritius,1995,1.566,0.15,1.39,1060.0,986.0,878.6,364.0,59.0,134.0,12.64,1122000
2691,mauritius,1994,1.529,0.15,1.37,974.0,906.0,813.9,338.0,59.0,75.0,7.7,1113000
2692,mauritius,1993,1.485,0.15,1.35,934.0,869.0,791.8,338.0,59.0,103.0,11.03,1097000
2693,mauritius,1992,1.347,0.14,1.24,875.0,814.0,750.7,331.0,59.0,112.0,12.8,1084000
2694,mauritius,1991,1.275,0.14,1.19,787.0,732.0,684.0,320.0,59.0,74.0,9.4,1070000
2695,mauritius,1990,1.192,0.14,1.13,719.0,669.0,631.4,313.0,59.0,84.0,11.68,1059000
2707,nepal,2019,18.044,0.16,0.6,4237.0,4676.0,163.5,1165.0,1111.0,4237.0,100.0,28608715
2708,nepal,2018,14.566,0.14,0.49,4933.0,6597.0,234.8,1166.0,1112.0,4933.0,100.0,28096000
2709,nepal,2017,12.54,0.13,0.43,4670.0,5806.0,210.1,1048.0,994.0,4670.0,100.0,27633000
2710,nepal,2016,10.558,0.12,0.36,4220.0,4959.0,181.9,898.0,844.0,4220.0,100.0,27263000
2711,nepal,2015,7.355,0.08,0.26,3443.0,3909.0,144.7,876.0,823.0,3443.0,100.0,27015000
2712,nepal,2014,7.291,0.08,0.26,3774.0,3917.0,145.6,826.0,772.0,3774.0,99.98,26906000
2713,nepal,2013,6.27,0.08,0.22,3497.0,3658.0,135.9,805.0,751.0,3487.0,99.73,26917000
2714,nepal,2012,6.236,0.08,0.23,3529.0,3240.0,120.1,768.0,715.0,3511.0,99.49,26989000
2715,nepal,2011,5.388,0.07,0.2,3468.0,3108.0,114.9,750.0,697.0,3466.0,99.95,27041000
2716,nepal,2010,4.811,0.07,0.18,3182.0,2744.0,101.6,726.0,669.0,3179.0,99.91,27013000
2717,nepal,2009,4.101,0.06,0.15,3095.0,2586.0,96.2,725.0,668.0,3083.0,99.61,26884000
2718,nepal,2008,3.112,0.05,0.12,2794.0,2208.0,82.8,724.0,667.0,2786.0,99.7,26667000
2719,nepal,2007,2.818,0.04,0.11,2772.0,2292.0,86.9,623.0,566.0,2764.0,99.69,26383000
2720,nepal,2006,2.734,0.05,0.11,2717.0,2154.0,82.6,617.0,560.0,2708.0,99.67,26067000
2721,nepal,2005,3.3,0.06,0.13,2501.0,1952.0,75.8,611.0,554.0,2492.0,99.64,25745000
2722,nepal,2004,2.949,0.05,0.12,2391.0,1865.0,73.4,632.0,575.0,2378.0,99.46,25419000
2723,nepal,2003,3.392,0.06,0.14,2244.0,1746.0,69.6,639.0,584.0,2240.0,99.82,25081000
2724,nepal,2002,2.989,0.06,0.12,2115.0,1757.0,71.1,639.0,584.0,2098.0,99.2,24726000
2725,nepal,2001,3.659,0.07,0.15,1856.0,1441.0,59.2,439.0,384.0,1831.0,98.65,24347000
2726,nepal,2000,3.423,0.07,0.14,1679.0,1428.0,59.7,389.0,334.0,1616.0,96.25,23941000
2727,nepal,1999,3.336,0.07,0.14,1509.0,1341.0,57.0,389.0,334.0,1397.0,92.58,23510000
2728,nepal,1998,2.563,0.06,0.11,1221.0,1073.0,46.5,317.0,262.0,1120.0,91.73,23058000
2729,nepal,1997,2.417,0.06,0.11,1089.0,825.0,36.5,307.0,262.0,1051.0,96.51,22585000
2730,nepal,1996,2.189,0.05,0.1,1204.0,920.0,41.7,307.0,262.0,1169.0,97.09,22090000
2731,nepal,1995,2.064,0.05,0.1,1223.0,984.0,45.6,307.0,262.0,1147.0,93.79,21576000
2732,nepal,1994,1.897,0.05,0.09,982.0,797.0,37.9,275.0,238.0,924.0,94.09,21041000
2733,nepal,1993,1.562,0.04,0.08,909.0,751.0,36.7,292.0,238.0,865.0,95.16,20490000
2734,nepal,1992,1.413,0.04,0.07,860.0,737.0,37.0,292.0,238.0,830.0,96.51,19938000
2735,nepal,1991,1.347,0.04,0.07,930.0,720.0,37.1,275.0,233.0,901.0,96.88,19406000
2736,nepal,1990,1.098,0.04,0.06,902.0,768.0,40.6,274.0,232.0,877.0,97.23,18905000
2748,Thailand,2019,269.123,0.21,3.88,181191.0,190569.0,2737.0,68542.0,12260.0,33673.0,18.58,69626000
2749,Thailand,2018,273.831,0.22,3.96,172876.0,185548.0,2672.5,68059.0,11777.0,30004.0,17.36,69428000
2750,Thailand,2017,275.748,0.23,3.99,172390.0,183792.0,2655.6,65201.0,10665.0,25688.0,14.9,69210000
2751,Thailand,2016,277.392,0.24,4.03,177719.0,183883.0,2666.1,64547.0,9863.0,25204.0,14.18,68971000
2752,Thailand,2015,279.014,0.25,4.06,166696.0,167061.0,2431.2,60834.0,8400.0,13868.0,8.32,68715000
2753,Thailand,2014,274.695,0.25,4.02,162732.0,162381.0,2372.6,57127.0,7858.0,14344.0,8.81,68439000
2754,Thailand,2013,277.323,0.26,4.07,160712.0,161150.0,2364.8,55555.0,7210.0,13781.0,8.57,68145000
2755,Thailand,2012,266.181,0.25,3.92,157383.0,156497.0,2307.0,53586.0,6202.0,13706.0,8.71,67836000
2756,Thailand,2011,247.443,0.25,3.66,147304.0,145910.0,2161.1,51895.0,5567.0,12473.0,8.47,67518000
2757,Thailand,2010,247.016,0.26,3.68,150434.0,146253.0,2176.5,50346.0,5312.0,8895.0,5.91,67195000
2758,Thailand,2009,232.894,0.26,3.48,137298.0,129677.0,1939.3,49402.0,5230.0,10164.0,7.4,66867000
2759,Thailand,2008,239.518,0.26,3.6,136474.0,129342.0,1944.1,43412.0,5135.0,9656.0,7.08,66531000
2760,Thailand,2007,237.125,0.27,3.58,132379.0,126855.0,1916.8,38625.0,4890.0,9818.0,7.42,66182000
