,countries,Year,CO2 Total Mt,CO2 Kg/1k$,CO2 Tons per capita,Generation GWh,consumption GWh,consumption per capita kW,installed capacity MW,Renewable installed capacity MW,Renewable generation GWh,Renewable percentage %,Population
2761,Thailand,2006,230.807,0.27,3.51,129323.0,122709.0,1864.5,34216.0,4547.0,9507.0,7.35,65813000
2762,Thailand,2005,227.419,0.28,3.48,123058.0,116214.0,1776.5,35266.0,4300.0,7271.0,5.91,65416000
2763,Thailand,2004,219.7,0.28,3.38,117178.0,110322.0,1697.4,39380.0,4176.0,7262.0,6.2,64995000
2764,Thailand,2003,201.794,0.28,3.13,108991.0,102707.0,1591.1,31849.0,3573.0,8379.0,7.69,64550000
2765,Thailand,2002,193.551,0.29,3.02,101612.0,96321.0,1503.4,31201.0,3536.0,8084.0,7.96,64069000
2766,Thailand,2001,182.179,0.29,2.87,95802.0,89094.0,1402.2,29172.0,3536.0,6734.0,7.03,63539000
2767,Thailand,2000,173.507,0.28,2.76,89604.0,84831.0,1347.5,28768.0,3523.0,6477.0,7.23,62953000
2768,Thailand,1999,171.919,0.29,2.76,84787.0,79386.0,1274.3,24085.0,2923.0,4368.0,5.15,62299000
2769,Thailand,1998,164.397,0.29,2.67,82240.0,75903.0,1232.5,22034.0,2923.0,5446.0,6.62,61585000
2770,Thailand,1997,186.187,0.3,3.06,83332.0,75913.0,1247.6,20893.0,2922.0,7473.0,8.97,60847000
2771,Thailand,1996,182.574,0.29,3.04,83198.0,76344.0,1269.7,19047.0,2909.0,8130.0,9.77,60130000
2772,Thailand,1995,162.383,0.27,2.73,75630.0,69747.0,1172.9,17904.0,2738.0,6935.0,9.17,59467000
2773,Thailand,1994,143.364,0.26,2.43,67132.0,61078.0,1037.4,15463.0,2610.0,4470.0,6.66,58875000
2774,Thailand,1993,128.109,0.25,2.19,59785.0,55214.0,946.5,14295.0,2470.0,3664.0,6.13,58338000
2775,Thailand,1992,113.079,0.24,1.96,53885.0,48433.0,837.8,13240.0,2459.0,4198.0,7.79,57811000
2776,Thailand,1991,103.323,0.24,1.8,47405.0,42556.0,743.6,11135.0,2459.0,4542.0,9.58,57232000
2777,Thailand,1990,93.34,0.23,1.65,43654.0,39559.0,699.4,10088.0,2455.0,4927.0,11.29,56558000
2789,Malaysia,2019,264.685,0.29,8.16,162836.0,150062.0,4614.0,34478.0,8046.0,29084.0,17.86,32523000
2790,Malaysia,2018,257.648,0.3,8.04,159946.0,146695.0,4530.1,33972.0,7540.0,27957.0,17.48,32382000
2791,Malaysia,2017,240.929,0.29,7.62,156171.0,143708.0,4487.7,34181.0,7333.0,27618.0,17.68,32023000
2792,Malaysia,2016,248.18,0.32,7.96,148660.0,137194.0,4336.9,33697.0,7965.0,21223.0,14.28,31634000
2793,Malaysia,2015,253.001,0.34,8.23,143458.0,133114.0,4268.4,31044.0,7525.0,16393.0,11.43,31186000
2794,Malaysia,2014,252.402,0.35,8.35,139497.0,126739.0,4127.1,31410.0,6370.0,14333.0,10.27,30709000
2795,Malaysia,2013,238.484,0.35,8.03,131854.0,126734.0,4194.5,32798.0,5073.0,12970.0,9.84,30214000
2796,Malaysia,2012,221.403,0.34,7.59,126823.0,118556.0,4017.5,29968.0,4142.0,9839.0,7.76,29510000
2797,Malaysia,2011,218.113,0.36,7.62,121987.0,110256.0,3793.8,29522.0,3788.0,8631.0,7.08,29062000
2798,Malaysia,2010,217.106,0.37,7.72,117693.0,109844.0,3842.2,26131.0,2853.0,7427.0,6.31,28589000
2799,Malaysia,2009,199.488,0.37,7.23,109467.0,102798.0,3660.6,26066.0,2788.0,8067.0,7.37,28082000
2800,Malaysia,2008,221.424,0.4,8.17,92316.0,84014.0,3044.0,23933.0,2699.0,7396.0,8.01,27600000
2801,Malaysia,2007,208.276,0.4,7.82,91997.0,81934.0,3023.4,23530.0,2677.0,6433.0,6.99,27100000
2802,Malaysia,2006,190.731,0.39,7.3,84762.0,75255.0,2804.7,23062.0,2566.0,6378.0,7.52,26832000
2803,Malaysia,2005,183.094,0.39,7.14,77971.0,69126.0,2610.8,21673.0,2465.0,5139.0,6.59,26477000
2804,Malaysia,2004,170.87,0.39,6.79,77635.0,71100.0,2744.6,23290.0,2455.0,5769.0,7.43,25905000
2805,Malaysia,2003,158.436,0.38,6.42,74701.0,68323.0,2698.4,17037.0,2472.0,5693.0,7.62,25320000
2806,Malaysia,2002,148.907,0.38,6.15,70055.0,64049.0,2590.3,17027.0,2462.0,5248.0,7.49,24727000
2807,Malaysia,2001,139.775,0.38,5.9,66555.0,60780.0,2519.6,15474.0,2474.0,6371.0,9.57,24123000
2808,Malaysia,2000,132.522,0.36,5.72,65892.0,60328.0,2567.7,14116.0,2408.0,7340.0,11.14,23495000
2809,Malaysia,1999,121.133,0.36,5.35,61654.0,56361.0,2460.1,12458.0,1814.0,7445.0,12.08,22910000
2810,Malaysia,1998,110.624,0.35,5.0,57273.0,52391.0,2345.8,13604.0,2104.0,4803.0,8.39,22334000
2811,Malaysia,1997,111.775,0.32,5.18,54567.0,50614.0,2325.1,12975.0,2025.0,3831.0,7.02,21769000
2812,Malaysia,1996,104.265,0.32,4.96,48558.0,43372.0,2043.6,12172.0,2232.0,5132.0,10.57,21223000
2813,Malaysia,1995,91.307,0.31,4.45,43016.0,39216.0,1896.1,10600.0,1760.0,6156.0,14.31,20682000
2814,Malaysia,1994,84.797,0.32,4.24,37074.0,34034.0,1689.7,9000.0,1660.0,6458.0,17.42,20142000
2815,Malaysia,1993,78.891,0.32,4.05,32892.0,28735.0,1465.9,6857.0,1577.0,4823.0,14.66,19602000
2816,Malaysia,1992,72.303,0.33,3.8,27753.0,25996.0,1363.3,6700.0,1545.0,4316.0,15.55,19068000
2817,Malaysia,1991,68.973,0.34,3.72,26821.0,24252.0,1307.6,6060.0,1454.0,4363.0,16.27,18547000
2818,Malaysia,1990,57.513,0.31,3.19,23952.0,22350.0,1223.5,5037.0,1457.0,3948.0,16.48,18267000
2830,Philippines,2019,150.101,0.16,1.39,100921.0,90927.0,847.4,26797.0,7497.0,21965.0,21.76,107300000
2831,Philippines,2018,143.754,0.16,1.35,95086.0,86079.0,813.9,24963.0,7311.0,23232.0,24.43,105760000
2832,Philippines,2017,138.36,0.16,1.32,90002.0,81740.0,784.7,24309.0,7154.0,23092.0,25.66,104170000
2833,Philippines,2016,126.325,0.16,1.22,86587.0,78301.0,763.7,22816.0,7004.0,21898.0,25.29,102530000
2834,Philippines,2015,116.698,0.16,1.15,78635.0,71154.0,705.7,19899.0,6350.0,20872.0,26.54,100830000
2835,Philippines,2014,107.776,0.15,1.08,73726.0,66456.0,669.2,18934.0,5969.0,19721.0,26.75,99310000
2836,Philippines,2013,100.956,0.15,1.03,71844.0,64103.0,655.5,18254.0,5556.0,19803.0,27.56,97790000
2837,Philippines,2012,92.563,0.15,0.96,69688.0,61328.0,637.2,17958.0,5528.0,20657.0,29.64,96250000
2838,Philippines,2011,87.362,0.15,0.92,66119.0,58439.0,617.1,16870.0,5413.0,19748.0,29.87,94700000
2839,Philippines,2010,87.506,0.16,0.93,64669.0,56869.0,610.6,17044.0,5438.0,17744.0,27.44,93140000
2840,Philippines,2009,81.069,0.16,0.88,59317.0,51817.0,565.9,16305.0,5318.0,20079.0,33.85,91560000
2841,Philippines,2008,80.593,0.16,0.89,58310.0,50630.0,562.7,16366.0,5283.0,20529.0,35.21,89980000
2842,Philippines,2007,79.36,0.16,0.89,57080.0,49472.0,559.7,16621.0,5273.0,18752.0,32.85,88390000
2843,Philippines,2006,73.487,0.16,0.84,54505.0,47620.0,548.7,16488.0,5261.0,20359.0,37.35,86790000
2844,Philippines,2005,81.815,0.19,0.95,54188.0,47371.0,556.2,16304.0,5226.0,18224.0,33.63,85170000
2845,Philippines,2004,78.409,0.19,0.93,53646.0,46419.0,555.6,16233.0,5149.0,18789.0,35.02,83550000
2846,Philippines,2003,77.466,0.2,0.93,50674.0,43864.0,535.5,15461.0,4799.0,17612.0,34.76,81910000
2847,Philippines,2002,75.379,0.2,0.93,46525.0,40555.0,505.2,15038.0,4449.0,17205.0,36.98,80270000
2848,Philippines,2001,74.237,0.21,0.93,45208.0,39495.0,502.4,13792.0,4451.0,17475.0,38.65,78610000
2849,Philippines,2000,76.885,0.22,0.99,43660.0,37315.0,484.9,13600.0,4235.0,19347.0,44.31,76950000
2850,Philippines,1999,76.075,0.23,1.0,39860.0,33741.0,438.3,10763.0,2304.0,18356.0,46.05,76990000
2851,Philippines,1998,77.839,0.24,1.04,39875.0,34025.0,451.5,10497.0,2304.0,13947.0,34.98,75360000
2852,Philippines,1997,79.215,0.24,1.08,38162.0,31569.0,429.3,10175.0,2303.0,13209.0,34.61,73530000
2853,Philippines,1996,70.625,0.23,0.99,35248.0,29120.0,405.0,10080.0,2300.0,13494.0,38.28,71900000
2854,Philippines,1995,67.331,0.23,0.96,32220.0,26485.0,387.2,8869.0,2258.0,12305.0,38.19,68410000
2855,Philippines,1994,56.017,0.2,0.82,29309.0,24575.0,367.7,8475.0,2254.0,12207.0,41.65,66840000
2856,Philippines,1993,51.548,0.19,0.77,23799.0,19884.0,304.4,7292.0,2214.0,10611.0,44.59,65320000
2857,Philippines,1992,47.891,0.18,0.74,23121.0,19030.0,298.2,6918.0,2257.0,9909.0,42.86,63820000
2858,Philippines,1991,44.202,0.17,0.7,23901.0,20698.0,331.9,6768.0,2170.0,10852.0,45.4,62360000
2859,Philippines,1990,44.058,0.17,0.71,24684.0,21459.0,352.1,6340.0,2168.0,11466.0,46.45,60940000
2871,Afghanistan,2019,12.047,0.15,0.32,1063.0,5913.0,183.6,646.0,362.0,880.0,82.81,32200000
2872,Afghanistan,2018,8.712,0.12,0.24,1165.0,6073.0,192.2,636.0,352.0,965.0,82.84,31600000
2873,Afghanistan,2017,8.609,0.12,0.24,1264.0,5787.0,194.9,636.0,352.0,1088.0,86.06,29700000
2874,Afghanistan,2016,6.341,0.09,0.18,1215.0,5463.0,187.1,634.0,350.0,1060.0,87.26,29200000
2875,Afghanistan,2015,7.711,0.11,0.23,1183.0,4880.0,171.7,587.0,319.0,1034.0,87.39,28425000
2876,Afghanistan,2014,7.373,0.11,0.23,1159.0,4788.0,173.5,586.0,318.0,1000.0,86.28,27601000
2877,Afghanistan,2013,8.172,0.12,0.26,1103.0,4641.0,173.6,601.0,333.0,885.0,80.21,26736000
2878,Afghanistan,2012,9.883,0.15,0.32,882.0,3889.0,150.4,587.0,332.0,738.0,83.67,25864000
2879,Afghanistan,2011,11.936,0.21,0.4,771.0,2958.0,118.2,571.0,316.0,595.0,77.18,25031000
2880,Afghanistan,2010,7.263,0.13,0.25,936.0,2443.0,100.7,594.0,374.0,751.0,80.24,24269000
2881,Afghanistan,2009,5.582,0.11,0.2,938.0,2027.0,85.9,594.0,374.0,776.0,82.73,23596000
2882,Afghanistan,2008,3.807,0.09,0.14,728.0,1429.0,62.1,521.0,374.0,542.0,74.45,22997000
2883,Afghanistan,2007,2.046,0.05,0.08,946.0,1489.0,66.4,514.0,374.0,748.0,79.07,22426000
2884,Afghanistan,2006,1.382,0.04,0.05,837.0,1210.0,56.1,514.0,374.0,637.0,76.11,21596000
2885,Afghanistan,2005,1.2,0.04,0.05,934.0,974.0,46.5,524.0,374.0,590.0,63.17,20947000
2886,Afghanistan,2004,0.903,0.03,0.04,894.0,931.0,46.0,489.0,374.0,565.0,63.2,20237000
2887,Afghanistan,2003,0.982,0.03,0.04,939.0,973.0,50.0,489.0,374.0,630.0,67.09,19477000
2888,Afghanistan,2002,0.775,0.03,0.04,687.0,739.0,39.5,491.0,376.0,555.0,80.79,18707000
2889,Afghanistan,2001,1.133,0.06,0.05,592.0,651.0,30.1,498.0,383.0,498.0,84.12,21606992
2890,Afghanistan,2000,0.996,0.05,0.05,467.0,534.0,25.7,407.0,292.0,312.0,66.81,20779957
2891,Afghanistan,1999,1.29,0.07,0.07,455.0,523.0,25.9,497.0,292.0,300.0,65.93,20170847
2892,Afghanistan,1998,1.323,0.06,0.07,460.0,528.0,26.7,492.0,292.0,300.0,65.22,19737770
2893,Afghanistan,1997,1.282,0.06,0.07,499.0,564.0,29.1,492.0,292.0,322.0,64.53,19357126
2894,Afghanistan,1996,1.335,0.06,0.07,549.0,621.0,32.9,492.0,292.0,361.0,65.76,18853444
2895,Afghanistan,1995,1.469,0.06,0.09,608.0,685.0,37.9,494.0,292.0,412.0,67.76,18110662
2896,Afghanistan,1994,1.51,0.09,0.09,669.0,750.0,43.9,494.0,292.0,467.0,69.81,17075728
2897,Afghanistan,1993,1.625,0.08,0.11,677.0,730.0,46.1,494.0,292.0,470.0,69.42,15816601
2898,Afghanistan,1992,1.748,0.06,0.13,685.0,768.0,53.0,494.0,292.0,473.0,69.05,14485543
2899,Afghanistan,1991,2.699,0.1,0.21,989.0,1045.0,78.6,494.0,292.0,683.0,69.06,13299016
2900,Afghanistan,1990,2.835,0.09,0.23,1098.0,1021.0,82.3,494.0,292.0,756.0,68.85,12412311
2912,Pakistan,2019,217.96,0.21,1.07,120396.0,103494.0,505.5,37959.0,12255.0,40634.0,33.75,204729000
2913,Pakistan,2018,221.02,0.22,1.1,117947.0,101669.0,505.9,36178.0,10536.0,42078.0,35.68,200960000
2914,Pakistan,2017,209.831,0.22,1.07,113715.0,93161.0,472.3,32221.0,9219.0,31624.0,27.81,197260000
2915,Pakistan,2016,190.691,0.21,0.99,116908.0,93822.0,484.7,27804.0,8873.0,34753.0,29.73,193560000
2916,Pakistan,2015,174.174,0.2,0.92,106610.0,89864.0,473.3,25178.0,8173.0,35997.0,33.76,189870000
2917,Pakistan,2014,164.853,0.2,0.89,101600.0,84416.0,453.4,25495.0,7949.0,33189.0,32.67,186190000
2918,Pakistan,2013,156.497,0.2,0.86,99205.0,82692.0,453.0,24580.0,7575.0,32096.0,32.35,182530000
2919,Pakistan,2012,154.859,0.21,0.87,92907.0,76910.0,429.9,23161.0,7147.0,29624.0,31.89,178910000
2920,Pakistan,2011,153.728,0.21,0.88,89750.0,73970.0,421.9,23214.0,7035.0,28277.0,31.51,175310000
2921,Pakistan,2010,151.977,0.22,0.89,89680.0,74634.0,434.6,23355.0,7020.0,31516.0,35.14,171730000
2922,Pakistan,2009,157.819,0.23,0.94,90967.0,72259.0,429.7,21348.0,6945.0,27822.0,30.58,168180000
2923,Pakistan,2008,155.009,0.23,0.95,87728.0,68559.0,416.4,20210.0,6942.0,27506.0,31.35,164660000
2924,Pakistan,2007,159.658,0.24,1.0,90773.0,72230.0,456.7,19718.0,6815.0,28420.0,31.31,158170000
2925,Pakistan,2006,143.507,0.23,0.91,94315.0,72574.0,467.1,19693.0,6790.0,31633.0,33.54,155370000
2926,Pakistan,2005,132.46,0.22,0.86,89625.0,67265.0,441.0,19694.0,6780.0,30553.0,34.09,152530000
2927,Pakistan,2004,130.139,0.23,0.86,81143.0,60215.0,402.4,19572.0,6724.0,25414.0,31.32,149650000
2928,Pakistan,2003,116.461,0.22,0.79,77483.0,57185.0,389.7,19437.0,6713.0,26675.0,34.43,146750000
2929,Pakistan,2002,112.564,0.23,0.78,72443.0,52402.0,366.0,18143.0,5268.0,22127.0,30.54,143170000
2930,Pakistan,2001,112.035,0.23,0.79,68859.0,49980.0,356.1,18217.0,5255.0,18752.0,27.23,140360000
2931,Pakistan,2000,109.406,0.24,0.79,63400.0,46854.0,340.7,17953.0,5226.0,17022.0,26.85,137530000
2932,Pakistan,1999,108.245,0.24,0.8,62492.0,44938.0,336.3,17387.0,4826.0,19095.0,30.56,133610000
2933,Pakistan,1998,99.008,0.23,0.75,59941.0,40043.0,306.7,15816.0,4826.0,22225.0,37.08,130560000
2934,Pakistan,1997,97.523,0.23,0.76,57855.0,42557.0,333.8,14677.0,4826.0,21839.0,37.75,127510000
2935,Pakistan,1996,93.962,0.23,0.75,52256.0,38402.0,308.5,12957.0,4826.0,20649.0,39.52,124490000
2936,Pakistan,1995,90.306,0.23,0.74,51847.0,38853.0,319.8,12088.0,4826.0,22974.0,44.31,121480000
2937,Pakistan,1994,83.823,0.22,0.7,52056.0,39864.0,336.4,11307.0,4726.0,22629.0,43.47,118500000
2938,Pakistan,1993,81.363,0.23,0.7,45118.0,33573.0,290.6,10574.0,4626.0,19242.0,42.65,115540000
2939,Pakistan,1992,73.678,0.21,0.65,46241.0,35409.0,314.4,9357.0,3330.0,20901.0,45.2,112610000
2940,Pakistan,1991,66.563,0.2,0.6,39563.0,31409.0,290.7,8344.0,2898.0,18120.0,45.8,108040000
2941,Pakistan,1990,65.347,0.21,0.61,36348.0,30540.0,288.9,7727.0,2898.0,16756.0,46.1,105700000
2953,brazil,2019,476.98,0.15,2.25,614542.0,533852.0,2540.4,187633.0,144468.0,510389.0,83.05,210147000
2954,brazil,2018,477.054,0.16,2.26,591085.0,528091.0,2532.9,178324.0,135879.0,490403.0,82.97,208495000
2955,brazil,2017,497.904,0.16,2.38,577482.0,516218.0,2496.2,172070.0,128305.0,462458.0,80.08,206805000
2956,brazil,2016,490.282,0.16,2.36,567963.0,510441.0,2488.1,164500.0,121330.0,461611.0,81.27,205157000
2957,brazil,2015,523.985,0.17,2.54,568684.0,510031.0,2506.6,154068.0,112621.0,427277.0,75.13,203476000
2958,brazil,2014,555.521,0.17,2.72,577740.0,518341.0,2569.6,146151.0,106440.0,428620.0,74.19,201718000
2959,brazil,2013,528.893,0.17,2.61,559371.0,504710.0,2523.5,138239.0,99827.0,434428.0,77.66,200004000
2960,brazil,2012,504.689,0.16,2.52,542895.0,488783.0,2464.7,130782.0,96112.0,451891.0,83.24,198315000
2961,brazil,2011,468.486,0.15,2.36,523120.0,471482.0,2398.1,126041.0,92914.0,459191.0,87.78,196604000
2962,brazil,2010,447.993,0.15,2.28,506748.0,455649.0,2338.0,120582.0,89544.0,432929.0,85.43,194891000
2963,brazil,2009,395.38,0.15,2.03,458666.0,418538.0,2168.8,112164.0,84927.0,410918.0,89.59,192981000
2964,brazil,2008,422.577,0.16,2.19,454678.0,419809.0,2197.8,107702.0,83013.0,386515.0,85.01,191010000
2965,brazil,2007,402.962,0.16,2.11,437187.0,404168.0,2138.0,104339.0,81219.0,388945.0,88.97,189038000
2966,brazil,2006,385.968,0.16,2.04,411925.0,382539.0,2045.0,100712.0,77617.0,360277.0,87.46,187062000
2967,brazil,2005,382.819,0.16,2.05,395721.0,367883.0,1988.7,96621.0,74427.0,347766.0,87.88,184991000
2968,brazil,2004,379.927,0.17,2.06,381182.0,353294.0,1932.0,93775.0,72147.0,330126.0,86.61,182865000
2969,brazil,2003,363.541,0.17,1.99,358896.0,336869.0,1864.2,89119.0,70513.0,314515.0,87.63,180708000
2970,brazil,2002,363.433,0.17,2.02,340297.0,318977.0,1787.0,85044.0,68003.0,293511.0,86.25,178499000
2971,brazil,2001,363.725,0.18,2.05,323168.0,304483.0,1728.0,78909.0,65208.0,274212.0,84.85,176209000
2972,brazil,2000,362.973,0.18,2.07,342574.0,321999.0,1853.1,76403.0,63742.0,309205.0,90.26,173766000
2973,brazil,1999,340.15,0.18,1.97,329689.0,310619.0,1813.8,65591.0,58997.0,298438.0,90.52,171256000
2974,brazil,1998,331.713,0.17,1.95,317820.0,302907.0,1795.6,62840.0,56759.0,296064.0,93.15,168693000
2975,brazil,1997,321.934,0.17,1.92,304275.0,290868.0,1751.1,60794.0,54970.0,283565.0,93.19,166104000
2976,brazil,1996,301.586,0.16,1.83,287655.0,277743.0,1698.3,59263.0,53428.0,269865.0,93.82,163538000
2977,brazil,1995,278.268,0.15,1.71,272198.0,261510.0,1646.0,56885.0,51311.0,256960.0,94.4,158875000
2978,brazil,1994,258.47,0.15,1.62,256896.0,247991.0,1585.3,55493.0,49928.0,245666.0,95.63,156431000
2979,brazil,1993,250.176,0.15,1.59,249251.0,239094.0,1552.7,54108.0,48600.0,237668.0,95.35,153986000
2980,brazil,1992,238.995,0.15,1.55,238840.0,228109.0,1505.2,53069.0,47709.0,226009.0,94.63,151547000
2981,brazil,1991,235.556,0.15,1.55,231439.0,222445.0,1492.0,52050.0,46616.0,219604.0,94.89,149094000
2982,brazil,1990,228.304,0.15,1.53,219953.0,212645.0,1450.6,50968.0,45558.0,208500.0,94.79,146593000
2994,argentina,2019,188.738,0.19,4.18,132264.0,122089.0,2716.8,43393.0,12641.0,34782.0,26.3,44939000
2995,argentina,2018,202.199,0.2,4.52,139207.0,125093.0,2811.4,42235.0,11506.0,34843.0,25.03,44495000
2996,argentina,2017,204.594,0.2,4.62,138011.0,125488.0,2849.1,39915.0,10798.0,33476.0,24.26,44045000
2997,argentina,2016,210.592,0.21,4.8,139075.0,128165.0,2940.2,38589.0,10669.0,31180.0,22.42,43590000
2998,argentina,2015,210.724,0.2,4.85,137561.0,128652.0,2982.8,38861.0,10714.0,33741.0,24.53,43132000
2999,argentina,2014,207.931,0.21,4.84,131373.0,123427.0,2892.6,37923.0,10671.0,33955.0,25.85,42670000
3000,argentina,2013,202.582,0.2,4.76,132159.0,117677.0,2788.4,39712.0,9534.0,34849.0,26.37,42203000
3001,argentina,2012,206.337,0.2,4.9,128544.0,117711.0,2820.6,35191.0,9475.0,30914.0,24.05,41733000
3002,argentina,2011,199.854,0.2,4.8,122620.0,113585.0,2752.9,33992.0,9423.0,32257.0,26.31,41261000
3003,argentina,2010,191.832,0.2,4.65,119389.0,111172.0,2725.6,33039.0,9347.0,34210.0,28.65,40788000
3004,argentina,2009,186.426,0.21,4.57,116128.0,104304.0,2598.9,32622.0,9678.0,34929.0,30.08,40134000
3005,argentina,2008,196.638,0.21,4.87,114491.0,103700.0,2609.1,31474.0,9639.0,31731.0,27.71,39746000
3006,argentina,2007,184.351,0.21,4.61,110511.0,100153.0,2544.8,29579.0,9544.0,32884.0,29.76,39356000
3007,argentina,2006,176.72,0.22,4.47,111264.0,99047.0,2541.6,28710.0,9513.0,40441.0,36.35,38971000
3008,argentina,2005,165.903,0.22,4.24,100680.0,88601.0,2295.8,28716.0,9519.0,35039.0,34.8,38592000
3009,argentina,2004,162.984,0.23,4.21,95630.0,83653.0,2188.4,28655.0,9458.0,31408.0,32.84,38226000
3010,argentina,2003,146.623,0.23,3.83,88126.0,79112.0,2089.0,28461.0,9334.0,34553.0,39.21,37870000
3011,argentina,2002,133.378,0.23,3.52,81129.0,72472.0,1931.8,28237.0,9311.0,36435.0,44.91,37516000
3012,argentina,2001,141.3,0.22,3.77,86484.0,75395.0,2029.2,28028.0,9237.0,37322.0,43.15,37156000
3013,argentina,2000,150.865,0.22,4.07,85192.0,73226.0,1990.7,26810.0,9187.0,29201.0,34.28,36784000
3014,argentina,1999,152.522,0.22,4.16,76942.0,70430.0,1934.9,23423.0,8628.0,21753.0,28.27,36399000
3015,argentina,1998,147.806,0.21,4.08,71231.0,67908.0,1886.1,23166.0,8373.0,26674.0,37.45,36005000
3016,argentina,1997,143.436,0.21,4.0,69550.0,62780.0,1763.3,21708.0,8208.0,28200.0,40.55,35604000
3017,argentina,1996,135.957,0.21,3.84,66740.0,57928.0,1645.9,20522.0,7803.0,23043.0,34.53,35196000
3018,argentina,1995,128.158,0.21,3.66,64671.0,54938.0,1579.6,20168.0,7367.0,26684.0,41.26,34779000
3019,argentina,1994,124.194,0.2,3.59,60305.0,49934.0,1453.6,19199.0,7031.0,27207.0,45.12,34353000
3020,argentina,1993,115.319,0.2,3.38,58909.0,48407.0,1427.2,18115.0,6180.0,23728.0,40.28,33917000
3021,argentina,1992,116.026,0.21,3.45,53439.0,45292.0,1355.2,17243.0,5476.0,19290.0,36.1,33420000
3022,argentina,1991,112.477,0.22,3.39,48721.0,39655.0,1202.8,17391.0,5638.0,16159.0,33.17,32970000
3023,argentina,1990,108.145,0.23,3.3,45561.0,37105.0,1140.6,17112.0,5633.0,17797.0,39.06,32530000
3035,peru,2019,55.082,0.13,1.67,55469.0,49121.0,1510.9,15192.0,6038.0,34195.0,61.65,32510462
3036,peru,2018,54.888,0.13,1.69,53354.0,47409.0,1474.1,14926.0,5772.0,33086.0,62.01,32162184
3037,peru,2017,54.823,0.14,1.7,51116.0,45593.0,1432.6,14599.0,5594.0,30600.0,59.86,31826018
3038,peru,2016,57.266,0.15,1.8,49850.0,44331.0,1407.9,14468.0,5480.0,25776.0,51.71,31488625
3039,peru,2015,54.793,0.15,1.75,46646.0,41270.0,1324.8,12090.0,4471.0,25206.0,54.04,31151643
3040,peru,2014,53.163,0.15,1.72,44197.0,39168.0,1271.1,11146.0,3844.0,23724.0,53.68,30814175
3041,peru,2013,50.223,0.14,1.64,42084.0,37520.0,1231.2,10969.0,3555.0,23247.0,55.24,30475144
3042,peru,2012,49.066,0.15,1.63,38682.0,35305.0,1171.5,9584.0,3454.0,21869.0,56.54,30135875
3043,peru,2011,49.167,0.16,1.65,37989.0,35717.0,1198.7,9035.0,3932.0,22047.0,58.03,29797694
3044,peru,2010,45.784,0.16,1.56,34780.0,31034.0,1053.4,8696.0,3522.0,20516.0,58.99,29461933
3045,peru,2009,41.888,0.16,1.44,31927.0,29178.0,1001.6,8062.0,3354.0,19877.0,62.26,29132013
3046,peru,2008,38.972,0.15,1.36,32016.0,29358.0,1019.1,7198.0,3283.0,19418.0,60.65,28807034
3047,peru,2007,34.365,0.14,1.21,29140.0,26600.0,933.9,7058.0,3265.0,19805.0,67.97,28481901
3048,peru,2006,31.444,0.14,1.13,26724.0,24175.0,858.8,6698.0,3255.0,19882.0,74.4,28151443
3049,peru,2005,31.871,0.15,1.15,25340.0,22951.0,825.3,6279.0,3248.0,18260.0,72.06,27810540
3050,peru,2004,31.856,0.16,1.17,23847.0,21488.0,782.5,6057.0,3097.0,17511.0,73.43,27460073
3051,peru,2003,27.63,0.15,1.03,22488.0,20171.0,744.2,6010.0,3073.0,18554.0,82.51,27103457
3052,peru,2002,28.14,0.16,1.06,21578.0,19302.0,721.9,5971.0,3032.0,18054.0,83.67,26739379
3053,peru,2001,26.974,0.16,1.03,20422.0,18186.0,689.7,5941.0,3001.0,17601.0,86.19,26366533
3054,peru,2000,29.03,0.17,1.12,19537.0,17250.0,663.9,6102.0,2896.0,16165.0,82.74,25983588
3055,peru,1999,29.362,0.18,1.15,18633.0,16339.0,638.5,5614.0,2673.0,14529.0,77.97,25588546
3056,peru,1998,27.298,0.17,1.08,18160.0,15767.0,626.1,5641.0,2572.0,13792.0,75.95,25182269
3057,peru,1997,28.373,0.17,1.14,17534.0,14653.0,591.6,5036.0,2512.0,13225.0,75.42,24767794
3058,peru,1996,28.454,0.19,1.16,16939.0,14056.0,577.3,4632.0,2493.0,13328.0,78.68,24348132
3059,peru,1995,25.902,0.17,1.08,16439.0,13429.0,561.3,4553.0,2499.0,12841.0,78.11,23926300
3060,peru,1994,22.782,0.16,0.96,14497.0,11231.0,477.9,4430.0,2509.0,12747.0,87.93,23501974
3061,peru,1993,22.2,0.18,0.96,14505.0,11808.0,511.8,4375.0,2454.0,11786.0,81.25,23073000
3062,peru,1992,21.154,0.18,0.93,12836.0,10535.0,465.3,4152.0,2451.0,9819.0,76.5,22640000
3063,peru,1991,20.28,0.17,0.91,13891.0,12310.0,554.4,4172.0,2460.0,11506.0,82.83,22204000
3064,peru,1990,20.89,0.18,0.96,13190.0,11307.0,519.5,4182.0,2452.0,10504.0,79.64,21765000
3076,chile,2019,90.583,0.19,4.94,80158.0,76588.0,4008.4,28520.0,11643.0,37294.0,46.53,19107000
3077,chile,2018,88.955,0.19,4.89,79096.0,75584.0,4031.0,27898.0,11021.0,37512.0,47.43,18751000
3078,chile,2017,89.352,0.2,4.95,76247.0,72033.0,3910.8,26841.0,10341.0,34379.0,45.09,18419000
3079,chile,2016,88.523,0.2,4.94,76094.0,73219.0,4030.3,24956.0,9261.0,33804.0,44.42,18167000
