CO2_TotalMt,countries,Year,CO2_Kg1k,CO2_Tons_per_capita,Generation_GWh,consumption_GWh,consumption_per_capita_kW,installed_capacity_MW,Renewable_installed_capacity_MW,Renewable_generation_GWh,Renewable_percentage,Population
2.214,63,1999,0.17,1.88,1349,1255,1067.7,528,59,310,22.98,1175000
1.807,63,1998,0.14,1.55,1115,1037,893.9,484,59,104,9.33,1160000
1.647,63,1997,0.14,1.43,1073,998,869.2,404,59,92,8.57,1148000
1.64,63,1996,0.14,1.44,925,860,758.6,369,59,102,11.03,1134000
1.566,63,1995,0.15,1.39,1060,986,878.6,364,59,134,12.64,1122000
1.529,63,1994,0.15,1.37,974,906,813.9,338,59,75,7.7,1113000
1.485,63,1993,0.15,1.35,934,869,791.8,338,59,103,11.03,1097000
1.347,63,1992,0.14,1.24,875,814,750.7,331,59,112,12.8,1084000
1.275,63,1991,0.14,1.19,787,732,684,320,59,74,9.4,1070000
1.192,63,1990,0.14,1.13,719,669,631.4,313,59,84,11.68,1059000
18.044,64,2019,0.16,0.6,4237,4676,163.5,1165,1111,4237,100,28608715
14.566,64,2018,0.14,0.49,4933,6597,234.8,1166,1112,4933,100,28096000
12.54,64,2017,0.13,0.43,4670,5806,210.1,1048,994,4670,100,27633000
10.558,64,2016,0.12,0.36,4220,4959,181.9,898,844,4220,100,27263000
7.355,64,2015,0.08,0.26,3443,3909,144.7,876,823,3443,100,27015000
7.291,64,2014,0.08,0.26,3774,3917,145.6,826,772,3774,99.98,26906000
6.27,64,2013,0.08,0.22,3497,3658,135.9,805,751,3487,99.73,26917000
6.236,64,2012,0.08,0.23,3529,3240,120.1,768,715,3511,99.49,26989000
5.388,64,2011,0.07,0.2,3468,3108,114.9,750,697,3466,99.95,27041000
4.811,64,2010,0.07,0.18,3182,2744,101.6,726,669,3179,99.91,27013000
4.101,64,2009,0.06,0.15,3095,2586,96.2,725,668,3083,99.61,26884000
3.112,64,2008,0.05,0.12,2794,2208,82.8,724,667,2786,99.7,26667000
2.818,64,2007,0.04,0.11,2772,2292,86.9,623,566,2764,99.69,26383000
2.734,64,2006,0.05,0.11,2717,2154,82.6,617,560,2708,99.67,26067000
3.3,64,2005,0.06,0.13,2501,1952,75.8,611,554,2492,99.64,25745000
2.949,64,2004,0.05,0.12,2391,1865,73.4,632,575,2378,99.46,25419000
3.392,64,2003,0.06,0.14,2244,1746,69.6,639,584,2240,99.82,25081000
2.989,64,2002,0.06,0.12,2115,1757,71.1,639,584,2098,99.2,24726000
3.659,64,2001,0.07,0.15,1856,1441,59.2,439,384,1831,98.65,24347000
3.423,64,2000,0.07,0.14,1679,1428,59.7,389,334,1616,96.25,23941000
3.336,64,1999,0.07,0.14,1509,1341,57,389,334,1397,92.58,23510000
2.563,64,1998,0.06,0.11,1221,1073,46.5,317,262,1120,91.73,23058000
2.417,64,1997,0.06,0.11,1089,825,36.5,307,262,1051,96.51,22585000
2.189,64,1996,0.05,0.1,1204,920,41.7,307,262,1169,97.09,22090000
2.064,64,1995,0.05,0.1,1223,984,45.6,307,262,1147,93.79,21576000
1.897,64,1994,0.05,0.09,982,797,37.9,275,238,924,94.09,21041000
1.562,64,1993,0.04,0.08,909,751,36.7,292,238,865,95.16,20490000
1.413,64,1992,0.04,0.07,860,737,37,292,238,830,96.51,19938000
1.347,64,1991,0.04,0.07,930,720,37.1,275,233,901,96.88,19406000
1.098,64,1990,0.04,0.06,902,768,40.6,274,232,877,97.23,18905000
269.123,65,2019,0.21,3.88,181191,190569,2737,68542,12260,33673,18.58,69626000
273.831,65,2018,0.22,3.96,172876,185548,2672.5,68059,11777,30004,17.36,69428000
275.748,65,2017,0.23,3.99,172390,183792,2655.6,65201,10665,25688,14.9,69210000
277.392,65,2016,0.24,4.03,177719,183883,2666.1,64547,9863,25204,14.18,68971000
279.014,65,2015,0.25,4.06,166696,167061,2431.2,60834,8400,13868,8.32,68715000
274.695,65,2014,0.25,4.02,162732,162381,2372.6,57127,7858,14344,8.81,68439000
277.323,65,2013,0.26,4.07,160712,161150,2364.8,55555,7210,13781,8.57,68145000
266.181,65,2012,0.25,3.92,157383,156497,2307,53586,6202,13706,8.71,67836000
247.443,65,2011,0.25,3.66,147304,145910,2161.1,51895,5567,12473,8.47,67518000
247.016,65,2010,0.26,3.68,150434,146253,2176.5,50346,5312,8895,5.91,67195000
232.894,65,2009,0.26,3.48,137298,129677,1939.3,49402,5230,10164,7.4,66867000
239.518,65,2008,0.26,3.6,136474,129342,1944.1,43412,5135,9656,7.08,66531000
237.125,65,2007,0.27,3.58,132379,126855,1916.8,38625,4890,9818,7.42,66182000
230.807,65,2006,0.27,3.51,129323,122709,1864.5,34216,4547,9507,7.35,65813000
227.419,65,2005,0.28,3.48,123058,116214,1776.5,35266,4300,7271,5.91,65416000
219.7,65,2004,0.28,3.38,117178,110322,1697.4,39380,4176,7262,6.2,64995000
201.794,65,2003,0.28,3.13,108991,102707,1591.1,31849,3573,8379,7.69,64550000
193.551,65,2002,0.29,3.02,101612,96321,1503.4,31201,3536,8084,7.96,64069000
182.179,65,2001,0.29,2.87,95802,89094,1402.2,29172,3536,6734,7.03,63539000
173.507,65,2000,0.28,2.76,89604,84831,1347.5,28768,3523,6477,7.23,62953000
171.919,65,1999,0.29,2.76,84787,79386,1274.3,24085,2923,4368,5.15,62299000
164.397,65,1998,0.29,2.67,82240,75903,1232.5,22034,2923,5446,6.62,61585000
186.187,65,1997,0.3,3.06,83332,75913,1247.6,20893,2922,7473,8.97,60847000
182.574,65,1996,0.29,3.04,83198,76344,1269.7,19047,2909,8130,9.77,60130000
162.383,65,1995,0.27,2.73,75630,69747,1172.9,17904,2738,6935,9.17,59467000
143.364,65,1994,0.26,2.43,67132,61078,1037.4,15463,2610,4470,6.66,58875000
128.109,65,1993,0.25,2.19,59785,55214,946.5,14295,2470,3664,6.13,58338000
113.079,65,1992,0.24,1.96,53885,48433,837.8,13240,2459,4198,7.79,57811000
103.323,65,1991,0.24,1.8,47405,42556,743.6,11135,2459,4542,9.58,57232000
93.34,65,1990,0.23,1.65,43654,39559,699.4,10088,2455,4927,11.29,56558000
264.685,66,2019,0.29,8.16,162836,150062,4614,34478,8046,29084,17.86,32523000
257.648,66,2018,0.3,8.04,159946,146695,4530.1,33972,7540,27957,17.48,32382000
240.929,66,2017,0.29,7.62,156171,143708,4487.7,34181,7333,27618,17.68,32023000
248.18,66,2016,0.32,7.96,148660,137194,4336.9,33697,7965,21223,14.28,31634000
253.001,66,2015,0.34,8.23,143458,133114,4268.4,31044,7525,16393,11.43,31186000
252.402,66,2014,0.35,8.35,139497,126739,4127.1,31410,6370,14333,10.27,30709000
238.484,66,2013,0.35,8.03,131854,126734,4194.5,32798,5073,12970,9.84,30214000
221.403,66,2012,0.34,7.59,126823,118556,4017.5,29968,4142,9839,7.76,29510000
218.113,66,2011,0.36,7.62,121987,110256,3793.8,29522,3788,8631,7.08,29062000
217.106,66,2010,0.37,7.72,117693,109844,3842.2,26131,2853,7427,6.31,28589000
199.488,66,2009,0.37,7.23,109467,102798,3660.6,26066,2788,8067,7.37,28082000
221.424,66,2008,0.4,8.17,92316,84014,3044,23933,2699,7396,8.01,27600000
208.276,66,2007,0.4,7.82,91997,81934,3023.4,23530,2677,6433,6.99,27100000
190.731,66,2006,0.39,7.3,84762,75255,2804.7,23062,2566,6378,7.52,26832000
183.094,66,2005,0.39,7.14,77971,69126,2610.8,21673,2465,5139,6.59,26477000
170.87,66,2004,0.39,6.79,77635,71100,2744.6,23290,2455,5769,7.43,25905000
158.436,66,2003,0.38,6.42,74701,68323,2698.4,17037,2472,5693,7.62,25320000
148.907,66,2002,0.38,6.15,70055,64049,2590.3,17027,2462,5248,7.49,24727000
139.775,66,2001,0.38,5.9,66555,60780,2519.6,15474,2474,6371,9.57,24123000
132.522,66,2000,0.36,5.72,65892,60328,2567.7,14116,2408,7340,11.14,23495000
121.133,66,1999,0.36,5.35,61654,56361,2460.1,12458,1814,7445,12.08,22910000
110.624,66,1998,0.35,5,57273,52391,2345.8,13604,2104,4803,8.39,22334000
111.775,66,1997,0.32,5.18,54567,50614,2325.1,12975,2025,3831,7.02,21769000
104.265,66,1996,0.32,4.96,48558,43372,2043.6,12172,2232,5132,10.57,21223000
91.307,66,1995,0.31,4.45,43016,39216,1896.1,10600,1760,6156,14.31,20682000
84.797,66,1994,0.32,4.24,37074,34034,1689.7,9000,1660,6458,17.42,20142000
78.891,66,1993,0.32,4.05,32892,28735,1465.9,6857,1577,4823,14.66,19602000
72.303,66,1992,0.33,3.8,27753,25996,1363.3,6700,1545,4316,15.55,19068000
68.973,66,1991,0.34,3.72,26821,24252,1307.6,6060,1454,4363,16.27,18547000
57.513,66,1990,0.31,3.19,23952,22350,1223.5,5037,1457,3948,16.48,18267000
150.101,67,2019,0.16,1.39,100921,90927,847.4,26797,7497,21965,21.76,107300000
143.754,67,2018,0.16,1.35,95086,86079,813.9,24963,7311,23232,24.43,105760000
138.36,67,2017,0.16,1.32,90002,81740,784.7,24309,7154,23092,25.66,104170000
126.325,67,2016,0.16,1.22,86587,78301,763.7,22816,7004,21898,25.29,102530000
116.698,67,2015,0.16,1.15,78635,71154,705.7,19899,6350,20872,26.54,100830000
107.776,67,2014,0.15,1.08,73726,66456,669.2,18934,5969,19721,26.75,99310000
100.956,67,2013,0.15,1.03,71844,64103,655.5,18254,5556,19803,27.56,97790000
92.563,67,2012,0.15,0.96,69688,61328,637.2,17958,5528,20657,29.64,96250000
87.362,67,2011,0.15,0.92,66119,58439,617.1,16870,5413,19748,29.87,94700000
87.506,67,2010,0.16,0.93,64669,56869,610.6,17044,5438,17744,27.44,93140000
81.069,67,2009,0.16,0.88,59317,51817,565.9,16305,5318,20079,33.85,91560000
80.593,67,2008,0.16,0.89,58310,50630,562.7,16366,5283,20529,35.21,89980000
79.36,67,2007,0.16,0.89,57080,49472,559.7,16621,5273,18752,32.85,88390000
73.487,67,2006,0.16,0.84,54505,47620,548.7,16488,5261,20359,37.35,86790000
81.815,67,2005,0.19,0.95,54188,47371,556.2,16304,5226,18224,33.63,85170000
78.409,67,2004,0.19,0.93,53646,46419,555.6,16233,5149,18789,35.02,83550000
77.466,67,2003,0.2,0.93,50674,43864,535.5,15461,4799,17612,34.76,81910000
75.379,67,2002,0.2,0.93,46525,40555,505.2,15038,4449,17205,36.98,80270000
74.237,67,2001,0.21,0.93,45208,39495,502.4,13792,4451,17475,38.65,78610000
76.885,67,2000,0.22,0.99,43660,37315,484.9,13600,4235,19347,44.31,76950000
76.075,67,1999,0.23,1,39860,33741,438.3,10763,2304,18356,46.05,76990000
77.839,67,1998,0.24,1.04,39875,34025,451.5,10497,2304,13947,34.98,75360000
79.215,67,1997,0.24,1.08,38162,31569,429.3,10175,2303,13209,34.61,73530000
70.625,67,1996,0.23,0.99,35248,29120,405,10080,2300,13494,38.28,71900000
67.331,67,1995,0.23,0.96,32220,26485,387.2,8869,2258,12305,38.19,68410000
56.017,67,1994,0.2,0.82,29309,24575,367.7,8475,2254,12207,41.65,66840000
51.548,67,1993,0.19,0.77,23799,19884,304.4,7292,2214,10611,44.59,65320000
47.891,67,1992,0.18,0.74,23121,19030,298.2,6918,2257,9909,42.86,63820000
44.202,67,1991,0.17,0.7,23901,20698,331.9,6768,2170,10852,45.4,62360000
44.058,67,1990,0.17,0.71,24684,21459,352.1,6340,2168,11466,46.45,60940000
12.047,68,2019,0.15,0.32,1063,5913,183.6,646,362,880,82.81,32200000
8.712,68,2018,0.12,0.24,1165,6073,192.2,636,352,965,82.84,31600000
8.609,68,2017,0.12,0.24,1264,5787,194.9,636,352,1088,86.06,29700000
6.341,68,2016,0.09,0.18,1215,5463,187.1,634,350,1060,87.26,29200000
7.711,68,2015,0.11,0.23,1183,4880,171.7,587,319,1034,87.39,28425000
7.373,68,2014,0.11,0.23,1159,4788,173.5,586,318,1000,86.28,27601000
8.172,68,2013,0.12,0.26,1103,4641,173.6,601,333,885,80.21,26736000
9.883,68,2012,0.15,0.32,882,3889,150.4,587,332,738,83.67,25864000
11.936,68,2011,0.21,0.4,771,2958,118.2,571,316,595,77.18,25031000
7.263,68,2010,0.13,0.25,936,2443,100.7,594,374,751,80.24,24269000
5.582,68,2009,0.11,0.2,938,2027,85.9,594,374,776,82.73,23596000
3.807,68,2008,0.09,0.14,728,1429,62.1,521,374,542,74.45,22997000
2.046,68,2007,0.05,0.08,946,1489,66.4,514,374,748,79.07,22426000
1.382,68,2006,0.04,0.05,837,1210,56.1,514,374,637,76.11,21596000
1.2,68,2005,0.04,0.05,934,974,46.5,524,374,590,63.17,20947000
0.903,68,2004,0.03,0.04,894,931,46,489,374,565,63.2,20237000
0.982,68,2003,0.03,0.04,939,973,50,489,374,630,67.09,19477000
0.775,68,2002,0.03,0.04,687,739,39.5,491,376,555,80.79,18707000
1.133,68,2001,0.06,0.05,592,651,30.1,498,383,498,84.12,21606992
0.996,68,2000,0.05,0.05,467,534,25.7,407,292,312,66.81,20779957
1.29,68,1999,0.07,0.07,455,523,25.9,497,292,300,65.93,20170847
1.323,68,1998,0.06,0.07,460,528,26.7,492,292,300,65.22,19737770
1.282,68,1997,0.06,0.07,499,564,29.1,492,292,322,64.53,19357126
1.335,68,1996,0.06,0.07,549,621,32.9,492,292,361,65.76,18853444
1.469,68,1995,0.06,0.09,608,685,37.9,494,292,412,67.76,18110662
1.51,68,1994,0.09,0.09,669,750,43.9,494,292,467,69.81,17075728
1.625,68,1993,0.08,0.11,677,730,46.1,494,292,470,69.42,15816601
1.748,68,1992,0.06,0.13,685,768,53,494,292,473,69.05,14485543
2.699,68,1991,0.1,0.21,989,1045,78.6,494,292,683,69.06,13299016
2.835,68,1990,0.09,0.23,1098,1021,82.3,494,292,756,68.85,12412311
217.96,69,2019,0.21,1.07,120396,103494,505.5,37959,12255,40634,33.75,204729000
221.02,69,2018,0.22,1.1,117947,101669,505.9,36178,10536,42078,35.68,200960000
209.831,69,2017,0.22,1.07,113715,93161,472.3,32221,9219,31624,27.81,197260000
190.691,69,2016,0.21,0.99,116908,93822,484.7,27804,8873,34753,29.73,193560000
174.174,69,2015,0.2,0.92,106610,89864,473.3,25178,8173,35997,33.76,189870000
164.853,69,2014,0.2,0.89,101600,84416,453.4,25495,7949,33189,32.67,186190000
156.497,69,2013,0.2,0.86,99205,82692,453,24580,7575,32096,32.35,182530000
154.859,69,2012,0.21,0.87,92907,76910,429.9,23161,7147,29624,31.89,178910000
153.728,69,2011,0.21,0.88,89750,73970,421.9,23214,7035,28277,31.51,175310000
151.977,69,2010,0.22,0.89,89680,74634,434.6,23355,7020,31516,35.14,171730000
157.819,69,2009,0.23,0.94,90967,72259,429.7,21348,6945,27822,30.58,168180000
155.009,69,2008,0.23,0.95,87728,68559,416.4,20210,6942,27506,31.35,164660000
159.658,69,2007,0.24,1,90773,72230,456.7,19718,6815,28420,31.31,158170000
143.507,69,2006,0.23,0.91,94315,72574,467.1,19693,6790,31633,33.54,155370000
132.46,69,2005,0.22,0.86,89625,67265,441,19694,6780,30553,34.09,152530000
130.139,69,2004,0.23,0.86,81143,60215,402.4,19572,6724,25414,31.32,149650000
116.461,69,2003,0.22,0.79,77483,57185,389.7,19437,6713,26675,34.43,146750000
112.564,69,2002,0.23,0.78,72443,52402,366,18143,5268,22127,30.54,143170000
112.035,69,2001,0.23,0.79,68859,49980,356.1,18217,5255,18752,27.23,140360000
109.406,69,2000,0.24,0.79,63400,46854,340.7,17953,5226,17022,26.85,137530000
108.245,69,1999,0.24,0.8,62492,44938,336.3,17387,4826,19095,30.56,133610000
99.008,69,1998,0.23,0.75,59941,40043,306.7,15816,4826,22225,37.08,130560000
97.523,69,1997,0.23,0.76,57855,42557,333.8,14677,4826,21839,37.75,127510000
93.962,69,1996,0.23,0.75,52256,38402,308.5,12957,4826,20649,39.52,124490000
90.306,69,1995,0.23,0.74,51847,38853,319.8,12088,4826,22974,44.31,121480000
83.823,69,1994,0.22,0.7,52056,39864,336.4,11307,4726,22629,43.47,118500000
81.363,69,1993,0.23,0.7,45118,33573,290.6,10574,4626,19242,42.65,115540000
73.678,69,1992,0.21,0.65,46241,35409,314.4,9357,3330,20901,45.2,112610000
66.563,69,1991,0.2,0.6,39563,31409,290.7,8344,2898,18120,45.8,108040000
65.347,69,1990,0.21,0.61,36348,30540,288.9,7727,2898,16756,46.1,105700000
476.98,70,2019,0.15,2.25,614542,533852,2540.4,187633,144468,510389,83.05,210147000
477.054,70,2018,0.16,2.26,591085,528091,2532.9,178324,135879,490403,82.97,208495000
497.904,70,2017,0.16,2.38,577482,516218,2496.2,172070,128305,462458,80.08,206805000
490.282,70,2016,0.16,2.36,567963,510441,2488.1,164500,121330,461611,81.27,205157000
523.985,70,2015,0.17,2.54,568684,510031,2506.6,154068,112621,427277,75.13,203476000
555.521,70,2014,0.17,2.72,577740,518341,2569.6,146151,106440,428620,74.19,201718000
528.893,70,2013,0.17,2.61,559371,504710,2523.5,138239,99827,434428,77.66,200004000
504.689,70,2012,0.16,2.52,542895,488783,2464.7,130782,96112,451891,83.24,198315000
468.486,70,2011,0.15,2.36,523120,471482,2398.1,126041,92914,459191,87.78,196604000
447.993,70,2010,0.15,2.28,506748,455649,2338,120582,89544,432929,85.43,194891000
395.38,70,2009,0.15,2.03,458666,418538,2168.8,112164,84927,410918,89.59,192981000
422.577,70,2008,0.16,2.19,454678,419809,2197.8,107702,83013,386515,85.01,191010000
402.962,70,2007,0.16,2.11,437187,404168,2138,104339,81219,388945,88.97,189038000
385.968,70,2006,0.16,2.04,411925,382539,2045,100712,77617,360277,87.46,187062000
382.819,70,2005,0.16,2.05,395721,367883,1988.7,96621,74427,347766,87.88,184991000
379.927,70,2004,0.17,2.06,381182,353294,1932,93775,72147,330126,86.61,182865000
363.541,70,2003,0.17,1.99,358896,336869,1864.2,89119,70513,314515,87.63,180708000
363.433,70,2002,0.17,2.02,340297,318977,1787,85044,68003,293511,86.25,178499000
363.725,70,2001,0.18,2.05,323168,304483,1728,78909,65208,274212,84.85,176209000
362.973,70,2000,0.18,2.07,342574,321999,1853.1,76403,63742,309205,90.26,173766000
340.15,70,1999,0.18,1.97,329689,310619,1813.8,65591,58997,298438,90.52,171256000
331.713,70,1998,0.17,1.95,317820,302907,1795.6,62840,56759,296064,93.15,168693000
321.934,70,1997,0.17,1.92,304275,290868,1751.1,60794,54970,283565,93.19,166104000
301.586,70,1996,0.16,1.83,287655,277743,1698.3,59263,53428,269865,93.82,163538000
278.268,70,1995,0.15,1.71,272198,261510,1646,56885,51311,256960,94.4,158875000
258.47,70,1994,0.15,1.62,256896,247991,1585.3,55493,49928,245666,95.63,156431000
250.176,70,1993,0.15,1.59,249251,239094,1552.7,54108,48600,237668,95.35,153986000
238.995,70,1992,0.15,1.55,238840,228109,1505.2,53069,47709,226009,94.63,151547000
235.556,70,1991,0.15,1.55,231439,222445,1492,52050,46616,219604,94.89,149094000
228.304,70,1990,0.15,1.53,219953,212645,1450.6,50968,45558,208500,94.79,146593000
188.738,71,2019,0.19,4.18,132264,122089,2716.8,43393,12641,34782,26.3,44939000
202.199,71,2018,0.2,4.52,139207,125093,2811.4,42235,11506,34843,25.03,44495000
204.594,71,2017,0.2,4.62,138011,125488,2849.1,39915,10798,33476,24.26,44045000
210.592,71,2016,0.21,4.8,139075,128165,2940.2,38589,10669,31180,22.42,43590000
210.724,71,2015,0.2,4.85,137561,128652,2982.8,38861,10714,33741,24.53,43132000
207.931,71,2014,0.21,4.84,131373,123427,2892.6,37923,10671,33955,25.85,42670000
202.582,71,2013,0.2,4.76,132159,117677,2788.4,39712,9534,34849,26.37,42203000
206.337,71,2012,0.2,4.9,128544,117711,2820.6,35191,9475,30914,24.05,41733000
199.854,71,2011,0.2,4.8,122620,113585,2752.9,33992,9423,32257,26.31,41261000
191.832,71,2010,0.2,4.65,119389,111172,2725.6,33039,9347,34210,28.65,40788000
186.426,71,2009,0.21,4.57,116128,104304,2598.9,32622,9678,34929,30.08,40134000
196.638,71,2008,0.21,4.87,114491,103700,2609.1,31474,9639,31731,27.71,39746000
184.351,71,2007,0.21,4.61,110511,100153,2544.8,29579,9544,32884,29.76,39356000
176.72,71,2006,0.22,4.47,111264,99047,2541.6,28710,9513,40441,36.35,38971000
165.903,71,2005,0.22,4.24,100680,88601,2295.8,28716,9519,35039,34.8,38592000
162.984,71,2004,0.23,4.21,95630,83653,2188.4,28655,9458,31408,32.84,38226000
146.623,71,2003,0.23,3.83,88126,79112,2089,28461,9334,34553,39.21,37870000
133.378,71,2002,0.23,3.52,81129,72472,1931.8,28237,9311,36435,44.91,37516000
141.3,71,2001,0.22,3.77,86484,75395,2029.2,28028,9237,37322,43.15,37156000
150.865,71,2000,0.22,4.07,85192,73226,1990.7,26810,9187,29201,34.28,36784000
152.522,71,1999,0.22,4.16,76942,70430,1934.9,23423,8628,21753,28.27,36399000
147.806,71,1998,0.21,4.08,71231,67908,1886.1,23166,8373,26674,37.45,36005000
143.436,71,1997,0.21,4,69550,62780,1763.3,21708,8208,28200,40.55,35604000
135.957,71,1996,0.21,3.84,66740,57928,1645.9,20522,7803,23043,34.53,35196000
128.158,71,1995,0.21,3.66,64671,54938,1579.6,20168,7367,26684,41.26,34779000
124.194,71,1994,0.2,3.59,60305,49934,1453.6,19199,7031,27207,45.12,34353000
115.319,71,1993,0.2,3.38,58909,48407,1427.2,18115,6180,23728,40.28,33917000
116.026,71,1992,0.21,3.45,53439,45292,1355.2,17243,5476,19290,36.1,33420000
112.477,71,1991,0.22,3.39,48721,39655,1202.8,17391,5638,16159,33.17,32970000
108.145,71,1990,0.23,3.3,45561,37105,1140.6,17112,5633,17797,39.06,32530000
55.082,72,2019,0.13,1.67,55469,49121,1510.9,15192,6038,34195,61.65,32510462
54.888,72,2018,0.13,1.69,53354,47409,1474.1,14926,5772,33086,62.01,32162184
54.823,72,2017,0.14,1.7,51116,45593,1432.6,14599,5594,30600,59.86,31826018
57.266,72,2016,0.15,1.8,49850,44331,1407.9,14468,5480,25776,51.71,31488625
54.793,72,2015,0.15,1.75,46646,41270,1324.8,12090,4471,25206,54.04,31151643
53.163,72,2014,0.15,1.72,44197,39168,1271.1,11146,3844,23724,53.68,30814175
50.223,72,2013,0.14,1.64,42084,37520,1231.2,10969,3555,23247,55.24,30475144
49.066,72,2012,0.15,1.63,38682,35305,1171.5,9584,3454,21869,56.54,30135875
49.167,72,2011,0.16,1.65,37989,35717,1198.7,9035,3932,22047,58.03,29797694
45.784,72,2010,0.16,1.56,34780,31034,1053.4,8696,3522,20516,58.99,29461933
41.888,72,2009,0.16,1.44,31927,29178,1001.6,8062,3354,19877,62.26,29132013
38.972,72,2008,0.15,1.36,32016,29358,1019.1,7198,3283,19418,60.65,28807034
34.365,72,2007,0.14,1.21,29140,26600,933.9,7058,3265,19805,67.97,28481901
31.444,72,2006,0.14,1.13,26724,24175,858.8,6698,3255,19882,74.4,28151443
31.871,72,2005,0.15,1.15,25340,22951,825.3,6279,3248,18260,72.06,27810540
31.856,72,2004,0.16,1.17,23847,21488,782.5,6057,3097,17511,73.43,27460073
27.63,72,2003,0.15,1.03,22488,20171,744.2,6010,3073,18554,82.51,27103457
28.14,72,2002,0.16,1.06,21578,19302,721.9,5971,3032,18054,83.67,26739379
26.974,72,2001,0.16,1.03,20422,18186,689.7,5941,3001,17601,86.19,26366533
29.03,72,2000,0.17,1.12,19537,17250,663.9,6102,2896,16165,82.74,25983588
29.362,72,1999,0.18,1.15,18633,16339,638.5,5614,2673,14529,77.97,25588546
27.298,72,1998,0.17,1.08,18160,15767,626.1,5641,2572,13792,75.95,25182269
28.373,72,1997,0.17,1.14,17534,14653,591.6,5036,2512,13225,75.42,24767794
28.454,72,1996,0.19,1.16,16939,14056,577.3,4632,2493,13328,78.68,24348132
25.902,72,1995,0.17,1.08,16439,13429,561.3,4553,2499,12841,78.11,23926300
22.782,72,1994,0.16,0.96,14497,11231,477.9,4430,2509,12747,87.93,23501974
22.2,72,1993,0.18,0.96,14505,11808,511.8,4375,2454,11786,81.25,23073000
21.154,72,1992,0.18,0.93,12836,10535,465.3,4152,2451,9819,76.5,22640000
20.28,72,1991,0.17,0.91,13891,12310,554.4,4172,2460,11506,82.83,22204000
20.89,72,1990,0.18,0.96,13190,11307,519.5,4182,2452,10504,79.64,21765000
90.583,73,2019,0.19,4.94,80158,76588,4008.4,28520,11643,37294,46.53,19107000
88.955,73,2018,0.19,4.89,79096,75584,4031,27898,11021,37512,47.43,18751000
89.352,73,2017,0.2,4.95,76247,72033,3910.8,26841,10341,34379,45.09,18419000
88.523,73,2016,0.2,4.94,76094,73219,4030.3,24956,9261,33804,44.42,18167000
84.052,73,2015,0.19,4.73,72335,68628,3818.8,21902,8451,32371,44.75,17971000
78.462,73,2014,0.18,4.45,67770,63406,3564.6,21439,8328,30064,44.36,17788000
84.98,73,2013,0.2,4.87,70032,65142,3698.7,19782,7677,26001,37.13,17612000
80.842,73,2012,0.2,4.67,66910,63411,3635.3,19012,7055,25240,37.72,17443000
78.654,73,2011,0.2,4.59,63259,59304,3437.1,18116,6697,25948,41.02,17254000
72.059,73,2010,0.2,4.24,58084,54075,3169,16732,6156,24220,41.7,17064000
67.94,73,2009,0.2,4.04,58513,53457,3166.7,16196,6105,29396,50.24,16881000
71.006,73,2008,0.2,4.26,57519,53592,3209.5,14019,5534,27072,47.07,16698000
67.459,73,2007,0.2,4.09,56318,53010,3209.2,13180,5420,25604,45.46,16518000
60.011,73,2006,0.19,3.68,53544,50925,3115.1,12865,5268,30276,56.54,16348000
58.875,73,2005,0.2,3.65,50767,48379,2989.5,12586,5262,28015,55.18,16183000
58.083,73,2004,0.2,3.64,49357,47226,2947.5,11870,5246,23797,48.21,16022000
53.779,73,2003,0.2,3.4,45212,44063,2778.7,10993,4490,23271,51.47,15857000
51.824,73,2002,0.2,3.32,42281,41383,2637.2,10542,4479,23993,56.75,15692000
51.352,73,2001,0.21,3.32,41154,39374,2537,10493,4451,22868,55.57,15520000
53.423,73,2000,0.22,3.5,39878,38144,2486.1,9894,4452,20494,51.39,15343000
57.067,73,1999,0.25,3.79,36845,34860,2299.2,9052,4336,14451,39.22,15162000
54.484,73,1998,0.24,3.66,34546,31643,2113.1,8735,4350,16957,49.09,14975000
54.021,73,1997,0.25,3.68,33206,30687,2075.8,7890,4169,20497,61.73,14783000
47.46,73,1996,0.23,3.27,30747,28059,1923.8,7592,4107,20318,66.08,14585000
41.299,73,1995,0.22,2.89,28562,25635,1782.6,6295,3599,21495,75.26,14381000
37.714,73,1994,0.21,2.68,24028,21258,1500,5835,3589,18594,77.38,14172000
34.553,73,1993,0.21,2.49,22546,19666,1409,5205,3467,18772,83.26,13957000
32.659,73,1992,0.21,2.39,21596,19224,1399.4,5173,3435,18311,84.79,13737000
31.467,73,1991,0.22,2.34,20453,18224,1357.8,5161,3423,14030,68.6,13422000
33.013,73,1990,0.25,2.49,20285,18341,1391.7,4418,2680,12815,63.17,13179000
92.623,74,2019,0.13,1.86,75269,69857,1414.2,17885,12346,55757,74.08,49396000
86.459,74,2018,0.12,1.75,78248,70199,1454.7,18351,12267,60851,77.77,48258000
83.015,74,2017,0.12,1.69,77676,72185,1522.3,18155,12071,62259,80.15,47419000
95.398,74,2016,0.14,1.96,74736,68069,1453.5,17858,11886,50125,67.07,46830000
85.452,74,2015,0.13,1.77,76395,68862,1486.9,17849,11756,49530,64.83,46314000
85.363,74,2014,0.13,1.79,69286,62634,1365.6,17197,11154,48817,70.46,45866000
82.44,74,2013,0.13,1.74,72140,65530,1442.3,16213,10082,50871,70.52,45435000
72.908,74,2012,0.12,1.56,61105,52679,1170.6,15069,9981,49122,80.39,45002000
